,date,title,url,index,index_similarity,title_similar_index
14,2022.01.30.,"이재명, 고양이 학대 살해에 ""범죄전담팀 구성해 엄단""",http://www.newsis.com/view/?id=NISX20220130_0001743065&cID=10301&pID=10300,14$,"14$이재명, 고양이 학대 살해에 ""범죄전담팀 구성해 엄단""",[]
15,2022.01.25.,당진 자매 살해범 항소심도 무기징역…유족 “사형 선고했어야”,https://news.kbs.co.kr/news/view.do?ncd=5381164&ref=A,15$,15$당진 자매 살해범 항소심도 무기징역…유족 “사형 선고했어야”,[]
16,2022.01.25.,퇴거 통보에 이웃 흉기 분풀이…50대 살해범 징역 15년 선고,http://www.newsis.com/view/?id=NISX20220125_0001737143&cID=10201&pID=10200,16$,16$퇴거 통보에 이웃 흉기 분풀이…50대 살해범 징역 15년 선고,[]
17,2022.01.31.,"계약금 문제로 흉기 휘두른 50대, 항소심서도 징역 1년6개월",http://yna.kr/AKR20220128111500055?did=1195m,17$,"17$계약금 문제로 흉기 휘두른 50대, 항소심서도 징역 1년6개월","[['5819'], ['5160'], ['4501']]"
18,2022.01.30.,"DR콩고 군사법원, 유엔 전문가 납치·살해하고 참수한 51명에 “사형”",https://www.seoul.co.kr/news/newsView.php?id=20220130500059&wlog_tag3=naver,18$,"18$DR콩고 군사법원, 유엔 전문가 납치·살해하고 참수한 51명에 “사형”",[]
19,2022.01.26.,“집착 성향 지속”…‘장검’ 부인 살해에 ‘무기징역’ 구형,https://www.seoul.co.kr/news/newsView.php?id=20220126500144&wlog_tag3=naver,19$,19$“집착 성향 지속”…‘장검’ 부인 살해에 ‘무기징역’ 구형,[]
20,2022.01.24.,"무릎까지 꿇더니…'세모녀 살해' 김태현, 무기징역에 대법 상고",https://www.joongang.co.kr/article/25043100,20$,"20$무릎까지 꿇더니…'세모녀 살해' 김태현, 무기징역에 대법 상고",[]
21,2022.01.25.,조카 물고문 살인 이모 부부 2심도 징역 30년·12년(종합),http://yna.kr/AKR20220125068651061?did=1195m,21$,21$조카 물고문 살인 이모 부부 2심도 징역 30년·12년(종합),"[['415'], ['215'], ['316']]"
22,2022.01.29.,"자해하고 6살 아들 살해 시도한 40대 친모, 집행유예",http://www.newsis.com/view/?id=NISX20220128_0001742149&cID=10807&pID=10800,22$,"22$자해하고 6살 아들 살해 시도한 40대 친모, 집행유예",[]
23,2022.01.25.,'자매 살해' 2심도 무기징역…사형 외쳤던 아버지 오열,https://news.jtbc.joins.com/article/article.aspx?news_id=NB12044331,23$,23$'자매 살해' 2심도 무기징역…사형 외쳤던 아버지 오열,[]
24,2022.01.19.,"'세모녀 살해' 2심…무기징역 선고하며 ""가석방 안돼""(종합)",http://www.newsis.com/view/?id=NISX20220119_0001730171&cID=10201&pID=10200,24$,"24$'세모녀 살해' 2심…무기징역 선고하며 ""가석방 안돼""(종합)",[]
28,2022.01.29.,"[단독] ""소파에 소변보며 술주정""…벽돌로 남편 살해한 부인, 2심도 징역 4년",http://news.tf.co.kr/read/national/1915813.htm,28$,"28$[단독] ""소파에 소변보며 술주정""…벽돌로 남편 살해한 부인, 2심도 징역 4년",[]
29,2022.01.19.,"갓 태어난 영아 살해 방조한 30대 남성 2명, 각 징역 3년",http://www.newsis.com/view/?id=NISX20220119_0001730444&cID=10807&pID=10800,29$,"29$갓 태어난 영아 살해 방조한 30대 남성 2명, 각 징역 3년",[]
31,2022.01.26.,'세 모녀 살해' 혐의 김태현 무기징역에 검찰도 상고… 대법원 최종 판단,http://moneys.mt.co.kr/news/mwView.php?no=2022012618098013642,31$,31$'세 모녀 살해' 혐의 김태현 무기징역에 검찰도 상고… 대법원 최종 판단,[]
32,2022.01.27.,"'3세 딸 방치·사망' 30대 미혼모, 2심서 징역 15년...""지능지수 낮아""",http://www.newsis.com/view/?id=NISX20220127_0001739441&cID=10201&pID=10200,32$,"32$'3세 딸 방치·사망' 30대 미혼모, 2심서 징역 15년...""지능지수 낮아""",[]
33,2022.01.24.,"수익금 안 주자 동업자 살해 시도…1명 징역4년, 2명은 집유",https://www.news1.kr/articles/?4563390,33$,"33$수익금 안 주자 동업자 살해 시도…1명 징역4년, 2명은 집유",[]
34,2022.01.20.,친할머니 살해한 10대 징역형…범행 방조한 동생은 집유,https://www.nocutnews.co.kr/news/5693406,34$,34$친할머니 살해한 10대 징역형…범행 방조한 동생은 집유,[]
36,2022.01.29.,"술 마시다 흉기 휘두른 70대 징역 6년…""심신미약 아냐""",http://yna.kr/AKR20220128114800051?did=1195m,36$,"36$술 마시다 흉기 휘두른 70대 징역 6년…""심신미약 아냐""",[]
37,2022.01.25.,'사형 구형' 당진 자매 살해범 항소심 오늘 선고,http://yna.kr/AKR20220124153000063?did=1195m,37$,37$'사형 구형' 당진 자매 살해범 항소심 오늘 선고,[]
38,2022.01.27.,6년간 스포츠용품 빼돌리다 발각돼 사장 살해한 40대 징역 13년,https://www.news1.kr/articles/?4568965,38$,38$6년간 스포츠용품 빼돌리다 발각돼 사장 살해한 40대 징역 13년,[]
39,2022.01.30.,"""反그리스도 머리 자르겠다"" 미군 출신, 바이든 살해 위협",https://www.joongang.co.kr/article/25044691,39$,"39$""反그리스도 머리 자르겠다"" 미군 출신, 바이든 살해 위협",[]
41,2022.01.30.,신생아 음식물 쓰레기통에 유기해 살해하려한 친모 징역 12년…불복 항소,https://www.inews365.com/news/article.html?no=700964,41$,41$신생아 음식물 쓰레기통에 유기해 살해하려한 친모 징역 12년…불복 항소,[]
42,2022.01.25.,"대전고법, '당진 자매 살인' 30대 피고 무기징역 선고",http://www.newsis.com/view/?id=NISX20220125_0001736852&cID=10807&pID=10800,42$,"42$대전고법, '당진 자매 살인' 30대 피고 무기징역 선고",[]
43,2022.01.29.,"넷플릭스 다큐 '타이거킹' 주인공, 청부살인 음모로 21년 징역형",http://yna.kr/AKR20220129019700075?did=1195m,43$,"43$넷플릭스 다큐 '타이거킹' 주인공, 청부살인 음모로 21년 징역형",[]
44,2022.01.29.,눈 마주쳤다며 70대 무참히 폭행한 20대…항소심서 징역 4년으로 늘어,http://www.segye.com/content/html/2022/01/28/20220128512189.html?OutUrl=naver,44$,44$눈 마주쳤다며 70대 무참히 폭행한 20대…항소심서 징역 4년으로 늘어,[]
45,2022.01.21.,친모 꾸중에 흉기 휘둘러 살해한 30대… 2심서 징역 15년,http://www.segye.com/content/html/2022/01/21/20220121505870.html?OutUrl=naver,45$,45$친모 꾸중에 흉기 휘둘러 살해한 30대… 2심서 징역 15년,[]
46,2022.01.29.,"술주정·폭언·욕설 시달려 남편 살해한 60대 아내, '징역 4년'",https://www.news1.kr/articles/?4570429,46$,"46$술주정·폭언·욕설 시달려 남편 살해한 60대 아내, '징역 4년'",[]
47,2022.01.20.,키워준 친할머니 살해한 10대 형제에 판사가 건넨 '선물',http://www.edaily.co.kr/news/newspath.asp?newsid=03732646632199688,47$,47$키워준 친할머니 살해한 10대 형제에 판사가 건넨 '선물',[]
48,2022.01.27.,3살 딸 방치해 숨지게 한 친모 2심서 감형…징역 20년→15년,http://yna.kr/AKR20220127093000004?did=1195m,48$,48$3살 딸 방치해 숨지게 한 친모 2심서 감형…징역 20년→15년,"[['276'], ['496']]"
50,2022.01.25.,'친할머니 살해' 10대 징역 12년‥책 건넨 재판장,https://imnews.imbc.com/replay/2022/nwtoday/article/6335776_35752.html,50$,50$'친할머니 살해' 10대 징역 12년‥책 건넨 재판장,[]
51,2022.01.25.,"'반성문 16번' 제출했던 친할머니 살해 10대, 항소했다",https://hankookilbo.com/News/Read/A2022012516590003163?did=NA,51$,"51$'반성문 16번' 제출했던 친할머니 살해 10대, 항소했다",[]
53,2022.01.26.,동거녀 흉기로 잔혹 살해한 60대 남성 2심도 '무기징역',https://www.nocutnews.co.kr/news/5696634,53$,53$동거녀 흉기로 잔혹 살해한 60대 남성 2심도 '무기징역',[]
54,2022.01.27.,“내 번호 지워?” 남친 34차례 찔러 살해한 30대 감형… 이유는,http://www.segye.com/content/html/2022/01/27/20220127511412.html?OutUrl=naver,54$,54$“내 번호 지워?” 남친 34차례 찔러 살해한 30대 감형… 이유는,[]
55,2022.01.28.,'횡령 들키자 점주 살해' 40대 직원 징역 13년,https://www.ytn.co.kr/_ln/0103_202201280804077030,55$,55$'횡령 들키자 점주 살해' 40대 직원 징역 13년,[]
56,2022.01.21.,"[Pick] ""범행 잔혹""…'친모 살해' 명문대 졸업생, 형량 더 늘었다",https://news.sbs.co.kr/news/endPage.do?news_id=N1006613892&plink=ORI&cooper=NAVER,56$,"56$[Pick] ""범행 잔혹""…'친모 살해' 명문대 졸업생, 형량 더 늘었다",[]
57,2022.01.20.,"잔소리하는 할머니 살해 혐의 10대형제 兄 중형, 동생 집유",http://www.newsis.com/view/?id=NISX20220120_0001730978&cID=10810&pID=10800,57$,"57$잔소리하는 할머니 살해 혐의 10대형제 兄 중형, 동생 집유","[['264'], ['760']]"
59,2022.01.13.,"'정인이법' 첫 적용, 10대 딸 '학대살해' 계모에 징역 30년",http://www.newsis.com/view/?id=NISX20220113_0001723163&cID=10812&pID=10800,59$,"59$'정인이법' 첫 적용, 10대 딸 '학대살해' 계모에 징역 30년",[]
60,2022.01.24.,수익 배분에 불만 동업자 살해하려한 20대 징역 4년,http://www.fnnews.com/news/202201240748270739,60$,60$수익 배분에 불만 동업자 살해하려한 20대 징역 4년,[]
61,2022.01.27.,술자리 말다툼 끝에 흉기 휘두른 60대 '징역 4년6개월',http://www.fnnews.com/news/202201271033280100,61$,61$술자리 말다툼 끝에 흉기 휘두른 60대 '징역 4년6개월',[]
63,2022.01.25.,“일하라고 잔소리해서” 노부모에 둔기 휘두른 40대 징역 5년,https://www.seoul.co.kr/news/newsView.php?id=20220125500168&wlog_tag3=naver,63$,63$“일하라고 잔소리해서” 노부모에 둔기 휘두른 40대 징역 5년,[]
64,2022.01.24.,길고양이 연쇄 살해‥잔혹한 수법으로 범행,https://imnews.imbc.com/replay/2022/nwdesk/article/6335712_35744.html,64$,64$길고양이 연쇄 살해‥잔혹한 수법으로 범행,[]
65,2022.01.23.,"전 MLB 투수, 여자친구 딸 살해 혐의로 징역 40~60년형",https://www.news1.kr/articles/?4563105,65$,"65$전 MLB 투수, 여자친구 딸 살해 혐의로 징역 40~60년형",[]
66,2022.01.20.,할머니 살해 손자에 징역 12년…'자전거도둑' 책 쥐여준 판사,https://news.jtbc.joins.com/article/article.aspx?news_id=NB12043628,66$,66$할머니 살해 손자에 징역 12년…'자전거도둑' 책 쥐여준 판사,[]
67,2022.01.24.,여친 딸 때려 살해 ‘최대 징역 60년’… 전 메이저리거의 추락,https://www.chosun.com/international/international_general/2022/01/24/VFAJR3VG75FJHB2GOYS2V23TZY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,67$,67$여친 딸 때려 살해 ‘최대 징역 60년’… 전 메이저리거의 추락,[]
68,2022.01.25.,"아동학대살해, 20년이상 무기까지 가중",http://www.naeil.com/news_view/?id_art=412434,68$,"68$아동학대살해, 20년이상 무기까지 가중",[]
69,2022.01.21.,살해한 반려견 사체 들고 동거녀 직장 찾아간 40대,http://news.kmib.co.kr/article/view.asp?arcid=0016693688&code=61121311&cp=nv,69$,69$살해한 반려견 사체 들고 동거녀 직장 찾아간 40대,[]
70,2022.01.28.,노래방 고교생 살해범 전자발찌 부착 기각…'사이코패스 아니라서',https://www.news1.kr/articles/?4570005,70$,70$노래방 고교생 살해범 전자발찌 부착 기각…'사이코패스 아니라서',[]
71,2022.01.25.,구더기 들끓 때까지 몰랐다… ‘당진 자매 살해’ 아버지의 절규,http://www.edaily.co.kr/news/newspath.asp?newsid=03401366632201328,71$,71$구더기 들끓 때까지 몰랐다… ‘당진 자매 살해’ 아버지의 절규,[]
73,2022.01.21.,"신생아 음식물쓰레기통에 유기한 20대 여성, 1심 징역 12년 선고",https://news.kbs.co.kr/news/view.do?ncd=5378323&ref=A,73$,"73$신생아 음식물쓰레기통에 유기한 20대 여성, 1심 징역 12년 선고",[]
74,2022.01.27.,카톡 차단에 번호 지웠다는 이유만으로…16살 연하 남친 살해 사건 전말,http://news.tf.co.kr/read/national/1915206.htm,74$,74$카톡 차단에 번호 지웠다는 이유만으로…16살 연하 남친 살해 사건 전말,[]
75,2022.01.14.,"수면제 탄 음료수 먹인 뒤 남친 살해한 20대, 징역 18년",http://www.newsis.com/view/?id=NISX20220114_0001725186&cID=10810&pID=10800,75$,"75$수면제 탄 음료수 먹인 뒤 남친 살해한 20대, 징역 18년",[]
76,2022.01.19.,"[사건의 재구성] ""내 와이프 따로 만나지?"" 추궁에 살해…50대 징역 16년",https://www.news1.kr/articles/?4557296,76$,"76$[사건의 재구성] ""내 와이프 따로 만나지?"" 추궁에 살해…50대 징역 16년",[]
77,2022.01.21.,여친 대신 흉기 들고 '맞짱' 뜬 40대…징역 3년6개월,http://www.newsis.com/view/?id=NISX20220121_0001732669&cID=10201&pID=10200,77$,77$여친 대신 흉기 들고 '맞짱' 뜬 40대…징역 3년6개월,[]
78,2022.01.24.,잔혹 살해한 반려견 들고 동거녀 직장 찾아가 협박한 40대,http://www.fnnews.com/news/202201240651588426,78$,78$잔혹 살해한 반려견 들고 동거녀 직장 찾아가 협박한 40대,[]
79,2022.01.20.,"""변기에 버리고, 산에 묻어"" 영아살해 방조한 남성들",https://view.asiae.co.kr/article/2022012009071427628,79$,"79$""변기에 버리고, 산에 묻어"" 영아살해 방조한 남성들",[]
80,2022.01.19.,지인 여성과 말다툼하다 살해 암매장한 40대 징역 18년 선고,https://www.news1.kr/articles/?4559688,80$,80$지인 여성과 말다툼하다 살해 암매장한 40대 징역 18년 선고,[]
81,2022.01.20.,‘세 모녀 살해’ 김태현 무기징역 이유와 60명의 미집행 사형수 [이슈+],http://www.segye.com/content/html/2022/01/19/20220119517827.html?OutUrl=naver,81$,81$‘세 모녀 살해’ 김태현 무기징역 이유와 60명의 미집행 사형수 [이슈+],[]
83,2022.01.20.,신변보호女 살해 김병찬 “경찰 목소리 듣고 흥분해 찔러”,http://news.kmib.co.kr/article/view.asp?arcid=0016689832&code=61121111&cp=nv,83$,83$신변보호女 살해 김병찬 “경찰 목소리 듣고 흥분해 찔러”,[]
84,2022.01.21.,'친할머니 살해' 10대 형제에 '자전거 도둑' 건넨 판사… 무슨 내용이길래,https://view.asiae.co.kr/article/2022012022490637453,84$,84$'친할머니 살해' 10대 형제에 '자전거 도둑' 건넨 판사… 무슨 내용이길래,[]
85,2022.01.11.,"당진 자매살해 30대남, 항소심에서도 사형 구형(종합)",http://www.newsis.com/view/?id=NISX20220111_0001720317&cID=10807&pID=10800,85$,"85$당진 자매살해 30대남, 항소심에서도 사형 구형(종합)",[]
86,2022.01.26.,'원주민 성폭행' 과테말라 옛 민병대원들에 징역 30년형,http://yna.kr/AKR20220126001800087?did=1195m,86$,86$'원주민 성폭행' 과테말라 옛 민병대원들에 징역 30년형,[]
87,2022.01.26.,"'3살 의붓아들 살해' 계모, 첫 재판서 ""술에 취해…살해 아냐"" 주장",http://www.sisajournal.com/news/articleView.html?idxno=232313,87$,"87$'3살 의붓아들 살해' 계모, 첫 재판서 ""술에 취해…살해 아냐"" 주장",[]
88,2022.01.26.,자매 살해범 '무기징역'..유족 반발/투데이,https://tjmbc.co.kr/article/Kf9LQdFm829swC,88$,88$자매 살해범 '무기징역'..유족 반발/투데이,[]
89,2022.01.20.,노원구 세 모녀 살해 혐의 김태현 항소심도 무기징역,https://www.seoul.co.kr/news/newsView.php?id=20220120009036&wlog_tag3=naver,89$,89$노원구 세 모녀 살해 혐의 김태현 항소심도 무기징역,[]
90,2022.01.23.,[여기는 중국] 부친 잔혹 살해한 아들 ‘무기징역’ 선고…왜 사형 아니었나,https://nownews.seoul.co.kr/news/newsView.php?id=20220123601010&wlog_tag3=naver,90$,90$[여기는 중국] 부친 잔혹 살해한 아들 ‘무기징역’ 선고…왜 사형 아니었나,[]
91,2022.01.28.,'아파트 이웃' 70대 노인 때려 중상 입힌 20대 2심서 형 늘어…징역 4년,https://www.news1.kr/articles/?4569809,91$,91$'아파트 이웃' 70대 노인 때려 중상 입힌 20대 2심서 형 늘어…징역 4년,[]
93,2022.01.27.,"[B tv 전주뉴스] 잠 자던 남자친구 살해한 30대, 항소심 징역 22년",http://ch1.skbroadband.com/content/view?parent_no=24&content_no=64&p_no=136844,93$,"93$[B tv 전주뉴스] 잠 자던 남자친구 살해한 30대, 항소심 징역 22년",[]
94,2022.01.23.,"[클릭 이사건] '코로나 참극' 46년간 돌본 장애 자녀 살해한 엄마, 징역 4년",http://www.fnnews.com/news/202201230750017867,94$,"94$[클릭 이사건] '코로나 참극' 46년간 돌본 장애 자녀 살해한 엄마, 징역 4년",[]
95,2022.01.13.,아내 용서에도…흉기로 살해한 40대 '징역 25년' 구형,https://www.nocutnews.co.kr/news/5689758,95$,95$아내 용서에도…흉기로 살해한 40대 '징역 25년' 구형,[]
96,2022.01.13.,중고거래 사이트 통해 만난 금 판매자 살해 50대 징역 28년,http://yna.kr/AKR20220113121500063?did=1195m,96$,96$중고거래 사이트 통해 만난 금 판매자 살해 50대 징역 28년,[]
98,2022.01.25.,"'잔소리한다' 할머니 살해한 10대 형제, 항소장 제출",http://www.newsis.com/view/?id=NISX20220125_0001737007&cID=10810&pID=10800,98$,"98$'잔소리한다' 할머니 살해한 10대 형제, 항소장 제출",[]
99,2022.01.24.,"'세모녀 살해' 혐의 김태현, 무기징역 불복",http://moneys.mt.co.kr/news/mwView.php?no=2022012418288071208,99$,"99$'세모녀 살해' 혐의 김태현, 무기징역 불복",[]
100,2022.01.29.,음식물 통에 신생아 버린 20대 친모…징역 12년 불복 항소,http://www.munhwa.com/news/view.html?no=20220129MW132150397726,100$,100$음식물 통에 신생아 버린 20대 친모…징역 12년 불복 항소,[]
101,2022.01.28.,"20대 카자흐스탄인, 말다툼 중 격분해 친척 살해…징역 10년 선고",https://www.etoday.co.kr/news/view/2101557,101$,"101$20대 카자흐스탄인, 말다툼 중 격분해 친척 살해…징역 10년 선고",[]
104,2022.01.26.,이혼 소송 중 장검으로 아내 살해한 40대에 무기징역 구형,https://view.asiae.co.kr/article/2022012615490412989,104$,104$이혼 소송 중 장검으로 아내 살해한 40대에 무기징역 구형,[]
106,2022.01.25.,‘1심 무기징역’ 충남 당진 자매 살해범 오늘 항소심 선고,https://news.kbs.co.kr/news/view.do?ncd=5380564&ref=A,106$,106$‘1심 무기징역’ 충남 당진 자매 살해범 오늘 항소심 선고,[]
107,2022.01.26.,"[Pick] ""번호 지워서"" 남친 살해한 30대, 무기징역→징역 22년",https://news.sbs.co.kr/news/endPage.do?news_id=N1006619600&plink=ORI&cooper=NAVER,107$,"107$[Pick] ""번호 지워서"" 남친 살해한 30대, 무기징역→징역 22년",[]
108,2022.01.29.,육아 스트레스 등으로 자해…6세 아들 살해 시도한 어머니 ‘집행유예’,http://www.segye.com/content/html/2022/01/29/20220129501757.html?OutUrl=naver,108$,108$육아 스트레스 등으로 자해…6세 아들 살해 시도한 어머니 ‘집행유예’,[]
111,2022.01.20.,친할머니 살해 혐의 10대 형제 징역형,https://news.kbs.co.kr/news/view.do?ncd=5377300&ref=A,111$,111$친할머니 살해 혐의 10대 형제 징역형,[]
112,2022.01.24.,“왜 수익금 안 줘”…동업 친구 살해하려 한 20대 3명 징역형,https://www.seoul.co.kr/news/newsView.php?id=20220124500042&wlog_tag3=naver,112$,112$“왜 수익금 안 줘”…동업 친구 살해하려 한 20대 3명 징역형,[]
113,2022.01.26.,"혼인신고 한 달 뒤 아내 살해 혐의 50대… 검찰, 징역 30년 구형",http://moneys.mt.co.kr/news/mwView.php?no=2022012613218073461,113$,"113$혼인신고 한 달 뒤 아내 살해 혐의 50대… 검찰, 징역 30년 구형",[]
114,2022.01.25.,"당진 자매 살해범, 항소심도 무기징역",https://www.cctoday.co.kr/news/articleView.html?idxno=2156322,114$,"114$당진 자매 살해범, 항소심도 무기징역","[['27'], ['193']]"
115,2022.01.25.,여자친구 이어 언니까지 살해한 30대男…항소심서도 '무기징역',https://news.imaeil.com/page/view/2022012515053070473,115$,115$여자친구 이어 언니까지 살해한 30대男…항소심서도 '무기징역',[]
116,2022.01.24.,`세 모녀 살해` 김태현 무기징역 선고 불복…대법원 상고,http://www.dt.co.kr/contents.html?article_no=2022012402109932078006&ref=naver,116$,116$`세 모녀 살해` 김태현 무기징역 선고 불복…대법원 상고,[]
119,2022.01.24.,수익 배분에 불만 품고 동업하는 친구 살해 시도한 20대 징역 4년,http://www.segye.com/content/html/2022/01/24/20220124502333.html?OutUrl=naver,119$,119$수익 배분에 불만 품고 동업하는 친구 살해 시도한 20대 징역 4년,[]
120,2022.01.26.,“내 번호 왜 지웠어” 16살 연하 남친 살해한 30대女…무기징역→22년,https://www.news1.kr/articles/?4566581,120$,120$“내 번호 왜 지웠어” 16살 연하 남친 살해한 30대女…무기징역→22년,[]
121,2022.01.29.,"음식물쓰레기통에 아기 버린 친모, 징역 12년 불복 항소",https://www.cjb.co.kr/home/sub.php?menukey=61&mod=view&P_NO=220129104&PRO_CODE=99,121$,"121$음식물쓰레기통에 아기 버린 친모, 징역 12년 불복 항소",[]
124,2022.01.28.,수억 원 횡령 들통난 후 갚으라는 점주 살해…직원 징역 13년,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4689833,124$,124$수억 원 횡령 들통난 후 갚으라는 점주 살해…직원 징역 13년,"[['4424'], ['2447'], ['1129']]"
125,2022.01.26.,"""내 번호를 왜 지워!"" 연하남친 살해 여성, '징역 22년'으로 감형",http://www.domin.co.kr/news/articleView.html?idxno=1370018,125$,"125$""내 번호를 왜 지워!"" 연하남친 살해 여성, '징역 22년'으로 감형",[]
127,2022.01.25.,"“음주소란 퇴거” 통보받자 흉기로 이웃 살해 50대 남성, 징역 15년",https://www.joongang.co.kr/article/25043447,127$,"127$“음주소란 퇴거” 통보받자 흉기로 이웃 살해 50대 남성, 징역 15년",[]
128,2022.01.20.,“잔소리 때문에” 10년간 키워준 친할머니 살해한 10대 중형 선고,https://www.seoul.co.kr/news/newsView.php?id=20220120500026&wlog_tag3=naver,128$,128$“잔소리 때문에” 10년간 키워준 친할머니 살해한 10대 중형 선고,[]
129,2022.01.27.,"'3살 딸 방치해 사망' 미혼모, 2심서 징역 15년…""정서적으로 미숙""",http://www.fnnews.com/news/202201271148080170,129$,"129$'3살 딸 방치해 사망' 미혼모, 2심서 징역 15년…""정서적으로 미숙""",[]
130,2022.01.26.,흉기로 남자친구 살해한 30대 '징역 22년'⋯항소심서 감형,http://www.jjan.kr/news/articleView.html?idxno=2127414,130$,130$흉기로 남자친구 살해한 30대 '징역 22년'⋯항소심서 감형,[]
131,2022.01.19.,"""아기 변기에 넣어라""…영아살해 방조범 2명 징역 3년",http://yna.kr/AKR20220119140800063?did=1195m,131$,"131$""아기 변기에 넣어라""…영아살해 방조범 2명 징역 3년",[]
132,2022.01.28.,"빼돌린 회삿돈 갚으라고 하자 점주 살해한 직원, 1심서 징역 13년",https://news.kbs.co.kr/news/view.do?ncd=5383903&ref=A,132$,"132$빼돌린 회삿돈 갚으라고 하자 점주 살해한 직원, 1심서 징역 13년",[]
134,2022.01.26.,"당진서 자매 살해하고 금품까지 챙긴 30대, 항소심서도 무기징역",https://view.asiae.co.kr/article/2022012519381876959,134$,"134$당진서 자매 살해하고 금품까지 챙긴 30대, 항소심서도 무기징역",[]
135,2022.01.20.,'친할머니 살해' 10대 형제 중 동생이 풀려난다…왜?,http://www.sisajournal.com/news/articleView.html?idxno=231937,135$,135$'친할머니 살해' 10대 형제 중 동생이 풀려난다…왜?,[]
136,2022.01.21.,친모 살해 후 청계천 투신했다 구조된 30대…2심 징역 15년,http://yna.kr/AKR20220121057300063?did=1195m,136$,136$친모 살해 후 청계천 투신했다 구조된 30대…2심 징역 15년,[]
141,2022.01.28.,"청주서 친척 흉기 살해 20대 카자흐스탄, 징역 10년",https://www.inews365.com/news/article.html?no=700944,141$,"141$청주서 친척 흉기 살해 20대 카자흐스탄, 징역 10년",[]
143,2022.01.25.,"'당진 자매 살인' 항소심서도 무기징역…유족 ""법은 죽었다""",http://news.tvchosun.com/site/data/html_dir/2022/01/25/2022012590079.html,143$,"143$'당진 자매 살인' 항소심서도 무기징역…유족 ""법은 죽었다""",[]
144,2022.01.19.,영아살해 방조범 30대 2명에게 징역 3년 선고,https://news.sbs.co.kr/news/endPage.do?news_id=N1006611043&plink=ORI&cooper=NAVER,144$,144$영아살해 방조범 30대 2명에게 징역 3년 선고,[]
